Disciplina,Horario,Sala,Capacidade Restante
GEX635_1,Horario_2_14,302-B,25
GEX635_1,Horario_2_15,302-B,25
GEX635_1,Horario_2_16,302-B,25
GEX657_1,Horario_5_1,MINIAUDITÓRIO-C,5
GEX657_1,Horario_5_2,MINIAUDITÓRIO-C,5
GEX657_1,Horario_5_3,MINIAUDITÓRIO-C,5
GEX657_1,Horario_6_1,MINIAUDITÓRIO-C,5
GEX657_1,Horario_6_2,MINIAUDITÓRIO-C,5
GEX657_1,Horario_6_3,MINIAUDITÓRIO-C,5
GEX657_1,Horario_7_1,MINIAUDITÓRIO-C,5
GEX657_1,Horario_7_2,MINIAUDITÓRIO-C,5
GEX657_1,Horario_7_3,MINIAUDITÓRIO-C,5
GEX657_1,Horario_7_4,MINIAUDITÓRIO-C,5
GEX657_1,Horario_7_5,MINIAUDITÓRIO-C,5
GEX657_1,Horario_7_6,MINIAUDITÓRIO-C,5
GEX658_1,Horario_5_1,206-B,25
GEX658_1,Horario_5_2,206-B,25
GEX658_1,Horario_6_1,206-B,25
GEX658_1,Horario_6_2,206-B,25
GEX658_1,Horario_6_3,206-B,25
GEX658_1,Horario_6_4,206-B,25
GEX658_1,Horario_6_5,206-B,25
GEX658_1,Horario_6_6,206-B,25
GEX658_1,Horario_7_1,206-B,25
GEX658_1,Horario_7_2,206-B,25
GEX658_1,Horario_7_3,206-B,25
GEX658_1,Horario_7_4,206-B,25
GEX658_1,Horario_7_5,206-B,25
GEX658_1,Horario_7_6,206-B,25
GLA104_2,Horario_4_13,408-A,1
GLA104_2,Horario_4_14,408-A,1
GLA104_2,Horario_4_15,408-A,1
GLA104_2,Horario_4_16,408-A,1
GCH1325_1,Horario_2_13,220-C,25
GCH1325_1,Horario_2_14,220-C,25
GCH1325_1,Horario_2_15,220-C,25
GCH1325_1,Horario_2_16,220-C,25
GCH1333_1,Horario_5_13,303-B,25
GCH1333_1,Horario_5_14,303-B,25
GCH1333_1,Horario_5_15,303-B,25
GCH1333_1,Horario_5_16,303-B,25
GCH1334_1,Horario_3_13,304-B,25
GCH1334_1,Horario_3_14,304-B,25
GCH1334_1,Horario_3_15,304-B,25
GCH1334_1,Horario_3_16,304-B,25
GCH1388_1,Horario_4_13,303-B,25
GCH1388_1,Horario_4_14,303-B,25
GCH1388_1,Horario_4_15,303-B,25
GCH1388_1,Horario_4_16,303-B,25
GCH1394_1,Horario_2_13,311-C,25
GCH1394_1,Horario_2_14,311-C,25
GCH1394_1,Horario_2_15,311-C,25
GCH1394_1,Horario_2_16,311-C,25
GCH1395_1,Horario_5_13,206-A,25
GCH1395_1,Horario_5_14,206-A,25
GCH1395_1,Horario_5_15,206-A,25
GCH1395_1,Horario_5_16,206-A,25
GCH1396_1,Horario_6_13,301-C,25
GCH1396_1,Horario_6_14,301-C,25
GCH1396_1,Horario_6_15,301-C,25
GCH1396_1,Horario_6_16,301-C,25
GCH1397_1,Horario_3_13,309-B,25
GCH1397_1,Horario_3_14,309-B,25
GCH1397_1,Horario_3_15,309-B,25
GCH1397_1,Horario_3_16,309-B,25
GCH1402_1,Horario_2_13,303-A,25
GCH1402_1,Horario_2_14,303-A,25
GCH1402_1,Horario_2_15,303-A,25
GCH1402_1,Horario_2_16,303-A,25
GCH1403_1,Horario_6_13,203-A,25
GCH1403_1,Horario_6_14,203-A,25
GCH1403_1,Horario_6_15,203-A,25
GCH1403_1,Horario_6_16,203-A,25
GCH1404_1,Horario_4_13,209-A,25
GCH1404_1,Horario_4_14,209-A,25
GCH1404_1,Horario_4_15,209-A,25
GCH1404_1,Horario_4_16,209-A,25
GCH1405_1,Horario_3_13,408-A,1
GCH1405_1,Horario_3_14,408-A,1
GCH1405_1,Horario_3_15,408-A,1
GCH1405_1,Horario_3_16,408-A,1
GCH1409_1,Horario_7_1,303-B,25
GCH1409_1,Horario_7_2,303-B,25
GCH1409_1,Horario_7_3,303-B,25
GCH1409_1,Horario_7_4,303-B,25
GCH1410_1,Horario_3_8,210-B,25
GCH1410_1,Horario_3_9,210-B,25
GCH1410_1,Horario_3_10,210-B,25
GCH1410_1,Horario_3_11,210-B,25
GCH1410_1,Horario_3_13,210-B,25
GCH1410_1,Horario_3_14,210-B,25
GCH1410_1,Horario_3_15,210-B,25
GCH1410_1,Horario_3_16,210-B,25
GCH1420_1,Horario_4_13,302-A,25
GCH1420_1,Horario_4_14,302-A,25
GCH1420_1,Horario_4_15,302-A,25
GCH1420_1,Horario_4_16,302-A,25
GCH1433_1,Horario_4_13,301-B,25
GCH1433_1,Horario_4_14,301-B,25
GCH1433_1,Horario_4_15,301-B,25
GCH1433_1,Horario_4_16,301-B,25
GCH1457_1,Horario_5_13,220-C,25
GCH1457_1,Horario_5_14,220-C,25
GCH1457_1,Horario_5_15,220-C,25
GCH1457_1,Horario_5_16,220-C,25
GCH1460_1,Horario_5_13,208-A,25
GCH1460_1,Horario_5_14,208-A,25
GCH1460_1,Horario_5_15,208-A,25
GCH1460_1,Horario_5_16,208-A,25
GCH1678_1,Horario_5_13,202-A,25
GCH1678_1,Horario_5_14,202-A,25
GCH1678_1,Horario_5_15,202-A,25
GCH1678_1,Horario_5_16,202-A,25
GCH176_1,Horario_7_7,305-B,25
GCH176_1,Horario_7_8,305-B,25
GCH176_1,Horario_7_9,305-B,25
GCH176_1,Horario_7_10,305-B,25
GCH176_1,Horario_7_11,305-B,25
GCH176_1,Horario_7_12,305-B,25
GCH176_1,Horario_7_13,305-B,25
GCH176_1,Horario_7_14,305-B,25
GCH292_9,Horario_6_13,206-A,25
GCH292_9,Horario_6_14,206-A,25
GCH292_9,Horario_6_15,206-A,25
GCH292_9,Horario_6_16,206-A,25
GLA102_1,Horario_2_13,304-A,25
GLA102_1,Horario_2_14,304-A,25
GLA102_1,Horario_2_15,304-A,25
GLA102_1,Horario_2_16,304-A,25
GCB019_1,Horario_5_7,303-A,25
GCB019_1,Horario_5_8,303-A,25
GCB019_1,Horario_5_9,303-A,25
GCB019_1,Horario_5_10,303-A,25
GCB019_1,Horario_5_11,303-A,25
GCB019_2,Horario_6_7,208-B,25
GCB019_2,Horario_6_8,208-B,25
GCB019_2,Horario_6_9,208-B,25
GCB019_2,Horario_6_10,208-B,25
GCB029_1,Horario_5_7,202-B,25
GCB029_1,Horario_5_8,202-B,25
GCB029_1,Horario_5_9,202-B,25
GCB029_1,Horario_5_10,202-B,25
GCB029_1,Horario_5_11,202-B,25
GCB064_1,Horario_2_7,313-C,25
GCB064_1,Horario_2_8,313-C,25
GCB064_1,Horario_2_9,313-C,25
GCB064_1,Horario_2_10,313-C,25
GCB064_2,Horario_2_2,202-A,25
GCB064_2,Horario_2_3,202-A,25
GCB064_2,Horario_2_4,202-A,25
GCB064_2,Horario_2_5,202-A,25
GCB076_1,Horario_5_7,302-C,25
GCB076_1,Horario_5_8,302-C,25
GCB076_1,Horario_5_9,302-C,25
GCB076_1,Horario_5_10,302-C,25
GCB076_1,Horario_5_11,302-C,25
GCH012_2,Horario_2_7,206-A,25
GCH012_2,Horario_2_8,206-A,25
GCH012_2,Horario_2_9,206-A,25
GCH012_2,Horario_2_10,206-A,25
GEX212_1,Horario_3_2,207-A,25
GEX212_1,Horario_3_3,207-A,25
GEX212_1,Horario_3_4,207-A,25
GEX212_1,Horario_3_5,207-A,25
GSA011_1,Horario_3_2,303-B,25
GSA011_1,Horario_3_3,303-B,25
GSA011_1,Horario_3_4,303-B,25
GSA011_1,Horario_3_5,303-B,25
GSA011_1,Horario_4_2,303-B,25
GSA011_1,Horario_4_3,303-B,25
GSA011_1,Horario_4_4,303-B,25
GSA011_1,Horario_4_5,303-B,25
GSA011_1,Horario_5_7,303-B,25
GSA011_1,Horario_5_8,303-B,25
GSA011_1,Horario_5_9,303-B,25
GSA011_1,Horario_5_10,303-B,25
GSA012_1,Horario_4_7,309-A,25
GSA012_1,Horario_4_8,309-A,25
GSA012_1,Horario_4_9,309-A,25
GSA012_1,Horario_4_10,309-A,25
GSA014_1,Horario_3_7,207-B,25
GSA014_1,Horario_3_8,207-B,25
GSA014_1,Horario_3_9,207-B,25
GSA014_1,Horario_3_10,207-B,25
GSA017_1,Horario_3_2,407-A,1
GSA017_1,Horario_3_3,407-A,1
GSA017_1,Horario_3_4,407-A,1
GSA017_1,Horario_3_5,407-A,1
GSA017_1,Horario_4_2,407-A,1
GSA017_1,Horario_4_3,407-A,1
GSA017_1,Horario_4_4,407-A,1
GSA017_1,Horario_4_5,407-A,1
GSA017_1,Horario_5_2,407-A,1
GSA017_1,Horario_5_3,407-A,1
GSA017_1,Horario_5_4,407-A,1
GSA017_1,Horario_5_5,407-A,1
GSA021_1,Horario_2_2,301-B,25
GSA021_1,Horario_2_3,301-B,25
GSA021_1,Horario_2_4,301-B,25
GSA021_1,Horario_2_5,301-B,25
GSA021_1,Horario_3_2,301-B,25
GSA021_1,Horario_3_3,301-B,25
GSA021_1,Horario_3_4,301-B,25
GSA021_1,Horario_3_5,301-B,25
GSA021_1,Horario_4_2,301-B,25
GSA021_1,Horario_4_3,301-B,25
GSA021_1,Horario_4_4,301-B,25
GSA021_1,Horario_4_5,301-B,25
GSA021_1,Horario_5_2,301-B,25
GSA021_1,Horario_5_3,301-B,25
GSA021_1,Horario_5_4,301-B,25
GSA021_1,Horario_5_5,301-B,25
GSA021_1,Horario_2_7,301-B,25
GSA021_1,Horario_2_8,301-B,25
GSA021_1,Horario_2_9,301-B,25
GSA021_1,Horario_2_10,301-B,25
GSA021_1,Horario_4_7,301-B,25
GSA021_1,Horario_4_8,301-B,25
GSA021_1,Horario_4_9,301-B,25
GSA021_1,Horario_4_10,301-B,25
GSA021_1,Horario_6_7,301-B,25
GSA021_1,Horario_6_8,301-B,25
GSA021_1,Horario_6_9,301-B,25
GSA021_1,Horario_6_10,301-B,25
GSA023_1,Horario_4_7,202-A,25
GSA023_1,Horario_4_8,202-A,25
GSA023_1,Horario_4_9,202-A,25
GSA023_1,Horario_4_10,202-A,25
GSA023_1,Horario_6_7,202-A,25
GSA023_1,Horario_6_8,202-A,25
GSA023_1,Horario_6_9,202-A,25
GSA023_1,Horario_6_10,202-A,25
GSA024_1,Horario_2_2,303-B,25
GSA024_1,Horario_2_3,303-B,25
GSA024_1,Horario_2_4,303-B,25
GSA024_1,Horario_2_5,303-B,25
GSA024_1,Horario_5_2,303-B,25
GSA024_1,Horario_5_3,303-B,25
GSA024_1,Horario_5_4,303-B,25
GSA024_1,Horario_5_5,303-B,25
GSA024_1,Horario_3_7,303-B,25
GSA024_1,Horario_3_8,303-B,25
GSA024_1,Horario_3_9,303-B,25
GSA024_1,Horario_3_10,303-B,25
GSA024_1,Horario_3_11,303-B,25
GSA025_1,Horario_2_7,210-A,25
GSA025_1,Horario_2_8,210-A,25
GSA025_1,Horario_2_9,210-A,25
GSA025_1,Horario_2_10,210-A,25
GSA025_1,Horario_2_11,210-A,25
GSA0303_1,Horario_3_7,209-A,25
GSA0303_1,Horario_3_8,209-A,25
GSA0303_1,Horario_3_9,209-A,25
GSA0303_1,Horario_3_10,209-A,25
GSA0303_1,Horario_3_11,209-A,25
GSA0303_1,Horario_4_7,209-A,25
GSA0303_1,Horario_4_8,209-A,25
GSA0303_1,Horario_4_9,209-A,25
GSA0303_1,Horario_4_10,209-A,25
GSA0303_1,Horario_4_11,209-A,25
GSA0304_1,Horario_4_2,202-A,25
GSA0304_1,Horario_4_3,202-A,25
GSA0304_1,Horario_4_4,202-A,25
GSA0304_1,Horario_4_5,202-A,25
GSA0305_1,Horario_5_2,220-C,25
GSA0305_1,Horario_5_3,220-C,25
GSA0305_1,Horario_5_4,220-C,25
GSA0305_1,Horario_5_5,220-C,25
GSA044_1,Horario_3_7,LAB-HIDRO-C,5
GSA044_1,Horario_3_8,LAB-HIDRO-C,5
GSA044_1,Horario_3_9,LAB-HIDRO-C,5
GSA044_1,Horario_3_10,LAB-HIDRO-C,5
GSA044_1,Horario_3_11,LAB-HIDRO-C,5
GSA044_1,Horario_5_7,LAB-HIDRO-C,5
GSA044_1,Horario_5_8,LAB-HIDRO-C,5
GSA044_1,Horario_5_9,LAB-HIDRO-C,5
GSA044_1,Horario_5_10,LAB-HIDRO-C,5
GSA044_1,Horario_5_11,LAB-HIDRO-C,5
GSA047_1,Horario_2_7,203-A,25
GSA047_1,Horario_2_8,203-A,25
GSA047_1,Horario_2_9,203-A,25
GSA047_1,Horario_2_10,203-A,25
GSA047_1,Horario_2_11,203-A,25
GSA047_1,Horario_2_12,203-A,25
GSA047_1,Horario_3_7,203-A,25
GSA047_1,Horario_3_8,203-A,25
GSA047_1,Horario_3_9,203-A,25
GSA047_1,Horario_3_10,203-A,25
GSA047_1,Horario_3_11,203-A,25
GSA047_1,Horario_3_12,203-A,25
GSA047_1,Horario_4_7,203-A,25
GSA047_1,Horario_4_8,203-A,25
GSA047_1,Horario_4_9,203-A,25
GSA047_1,Horario_4_10,203-A,25
GSA047_1,Horario_4_11,203-A,25
GSA047_1,Horario_4_12,203-A,25
GSA047_1,Horario_5_7,203-A,25
GSA047_1,Horario_5_8,203-A,25
GSA047_1,Horario_5_9,203-A,25
GSA047_1,Horario_5_10,203-A,25
GSA047_1,Horario_5_11,203-A,25
GSA047_1,Horario_5_12,203-A,25
GSA047_1,Horario_6_7,203-A,25
GSA047_1,Horario_6_8,203-A,25
GSA047_1,Horario_6_9,203-A,25
GSA047_1,Horario_6_10,203-A,25
GSA047_1,Horario_6_11,203-A,25
GSA047_1,Horario_6_12,203-A,25
GSA049_1,Horario_3_2,MINIAUDITÓRIO-C,5
GSA049_1,Horario_3_3,MINIAUDITÓRIO-C,5
GSA049_1,Horario_3_4,MINIAUDITÓRIO-C,5
GSA049_1,Horario_3_5,MINIAUDITÓRIO-C,5
GCA321_1,Horario_4_7,309-B,25
GCA321_1,Horario_4_8,309-B,25
GCA321_1,Horario_4_9,309-B,25
GCA322_1,Horario_3_7,210-A,25
GCA322_1,Horario_3_8,210-A,25
GCA322_1,Horario_4_7,210-A,25
GCA322_1,Horario_4_8,210-A,25
GCB128_1,Horario_3_1,310-B,25
GCB128_1,Horario_3_2,310-B,25
GCB128_1,Horario_3_3,310-B,25
GCB184_1,Horario_5_9,209-B,25
GCB184_1,Horario_5_10,209-B,25
GCB184_1,Horario_5_11,209-B,25
GCS241_1,Horario_5_7,311-C,25
GCS241_1,Horario_5_8,311-C,25
GCS241_1,Horario_5_13,311-C,25
GCS241_1,Horario_5_14,311-C,25
GCS241_1,Horario_5_15,311-C,25
GCS241_1,Horario_5_16,311-C,25
GCS253_1,Horario_2_4,302-B,25
GCS253_1,Horario_2_5,302-B,25
GCS254_1,Horario_3_1,309-A,25
GCS254_1,Horario_3_2,309-A,25
GCS254_1,Horario_3_3,309-A,25
GEN011_1,Horario_5_4,204-B,25
GEN011_1,Horario_5_5,204-B,25
GEN011_1,Horario_6_10,204-B,25
GEN011_1,Horario_6_11,204-B,25
GEN011_1,Horario_2_13,204-B,25
GEN011_1,Horario_2_14,204-B,25
GEN011_1,Horario_2_15,204-B,25
GEN011_1,Horario_2_16,204-B,25
GEN026_1,Horario_4_3,210-A,25
GEN026_1,Horario_4_4,210-A,25
GEN026_1,Horario_6_1,210-A,25
GEN026_1,Horario_6_2,210-A,25
GEN042_1,Horario_2_9,202-B,25
GEN042_1,Horario_2_10,202-B,25
GEN042_1,Horario_3_9,202-B,25
GEN042_1,Horario_3_10,202-B,25
GEN096_1,Horario_2_1,408-A,1
GEN096_1,Horario_2_2,408-A,1
GEN096_1,Horario_6_3,408-A,1
GEN096_1,Horario_6_4,408-A,1
GEN096_1,Horario_6_5,408-A,1
GEN097_1,Horario_4_4,105-C,80
GEN097_1,Horario_4_5,105-C,80
GEN097_1,Horario_5_1,105-C,80
GEN097_1,Horario_5_2,105-C,80
GEN098_1,Horario_2_3,308-B,25
GEN098_1,Horario_2_4,308-B,25
GEN098_1,Horario_2_5,308-B,25
GEN103_1,Horario_6_7,311-C,25
GEN103_1,Horario_6_8,311-C,25
GEN103_1,Horario_6_9,311-C,25
GEN104_1,Horario_5_7,206-A,25
GEN104_1,Horario_5_8,206-A,25
GEN104_1,Horario_5_9,206-A,25
GEN109_1,Horario_5_3,209-A,25
GEN109_1,Horario_5_4,209-A,25
GEN109_1,Horario_5_5,209-A,25
GEN110_1,Horario_6_4,209-A,25
GEN110_1,Horario_6_5,209-A,25
GEN110_1,Horario_6_6,209-A,25
GEN111_1,Horario_3_4,209-B,25
GEN111_1,Horario_3_5,209-B,25
GEN111_1,Horario_4_1,209-B,25
GEN111_1,Horario_4_2,209-B,25
GEN112_1,Horario_5_7,210-B,25
GEN112_1,Horario_5_8,210-B,25
GEN113_1,Horario_4_8,204-A,25
GEN113_1,Horario_4_9,204-A,25
GEN113_1,Horario_4_10,204-A,25
GEN113_1,Horario_4_11,204-A,25
GEN118_1,Horario_6_7,302-C,25
GEN118_1,Horario_6_13,302-C,25
GEN118_1,Horario_6_14,302-C,25
GEN118_1,Horario_6_15,302-C,25
GEN119_1,Horario_2_10,220-C,25
GEN119_1,Horario_2_11,220-C,25
GEN119_1,Horario_2_12,220-C,25
GEN119_1,Horario_5_10,220-C,25
GEN119_1,Horario_5_11,220-C,25
GEN119_1,Horario_5_12,220-C,25
GEN119_1,Horario_6_10,220-C,25
GEN119_1,Horario_6_11,220-C,25
GEN119_1,Horario_6_12,220-C,25
GEN119_1,Horario_4_13,220-C,25
GEN119_1,Horario_4_14,220-C,25
GEN119_1,Horario_4_15,220-C,25
GEN167_1,Horario_5_1,302-B,25
GEN167_1,Horario_5_2,302-B,25
GEN195_1,Horario_2_1,204-A,25
GEN195_1,Horario_2_2,204-A,25
GEN195_1,Horario_2_3,204-A,25
GEN196_1,Horario_2_7,309-B,25
GEN196_1,Horario_2_8,309-B,25
GEN196_1,Horario_2_9,309-B,25
GEN204_1,Horario_7_1,301-A,25
GEN204_1,Horario_7_2,301-A,25
GEN204_1,Horario_7_3,301-A,25
GEN204_1,Horario_5_10,301-A,25
GEN204_1,Horario_5_11,301-A,25
GEN204_1,Horario_5_12,301-A,25
GEX067_1,Horario_5_3,307-A,25
GEX067_1,Horario_5_4,307-A,25
GEX178_2,Horario_2_9,LAB-HIDRO-C,5
GEX178_2,Horario_2_10,LAB-HIDRO-C,5
GEX178_2,Horario_4_7,LAB-HIDRO-C,5
GEX178_2,Horario_4_8,LAB-HIDRO-C,5
GEX186_1,Horario_3_7,306-A,75
GEX186_1,Horario_3_8,306-A,75
GEX186_1,Horario_5_7,306-A,75
GEX186_1,Horario_5_8,306-A,75
GEX206_1,Horario_6_7,205-B,25
GEX206_1,Horario_6_8,205-B,25
GEX206_1,Horario_6_9,205-B,25
GEX210_16,Horario_4_9,302-A,25
GEX210_16,Horario_4_10,302-A,25
GEX210_16,Horario_6_10,302-A,25
GEX210_16,Horario_6_11,302-A,25
GEX219_1,Horario_3_4,209-A,25
GEX219_1,Horario_3_5,209-A,25
GEX219_1,Horario_6_1,209-A,25
GEX219_1,Horario_6_2,209-A,25
GEX296_1,Horario_4_1,304-B,25
GEX296_1,Horario_4_2,304-B,25
GEX296_1,Horario_4_3,304-B,25
GEX297_1,Horario_4_9,203-B,25
GEX297_1,Horario_4_10,203-B,25
GEX297_1,Horario_4_11,203-B,25
GEX298_1,Horario_3_1,205-B,25
GEX298_1,Horario_3_2,205-B,25
GEX298_1,Horario_3_3,205-B,25
GEX395_2,Horario_2_7,311-C,25
GEX395_2,Horario_2_8,311-C,25
GEX395_2,Horario_5_10,311-C,25
GEX395_2,Horario_5_11,311-C,25
GEX404_1,Horario_2_9,301-C,25
GEX404_1,Horario_2_10,301-C,25
GEX404_1,Horario_3_7,301-C,25
GEX404_1,Horario_3_8,301-C,25
GEX458_1,Horario_3_9,201-A,25
GEX458_1,Horario_3_10,201-A,25
GEX458_1,Horario_3_11,201-A,25
GEX607_2,Horario_2_7,312-C,25
GEX607_2,Horario_2_8,312-C,25
GEX607_2,Horario_3_9,312-C,25
GEX607_2,Horario_3_10,312-C,25
GCH837_1,Horario_3_11,MINIAUDITÓRIO-C,5
GCH837_1,Horario_3_12,MINIAUDITÓRIO-C,5
GCH837_1,Horario_3_13,MINIAUDITÓRIO-C,5
GCH837_1,Horario_3_14,MINIAUDITÓRIO-C,5
GCH837_1,Horario_3_15,MINIAUDITÓRIO-C,5
GCH837_1,Horario_3_16,MINIAUDITÓRIO-C,5
GCH839_2,Horario_2_13,207-A,25
GCH839_2,Horario_2_14,207-A,25
GCH839_2,Horario_2_15,207-A,25
GCH839_2,Horario_2_16,207-A,25
GCH843_1,Horario_7_7,301-B,25
GCH843_1,Horario_7_8,301-B,25
GCH843_1,Horario_7_9,301-B,25
GCH843_1,Horario_7_10,301-B,25
GCH843_1,Horario_7_11,301-B,25
GCH843_1,Horario_7_12,301-B,25
GCH844_1,Horario_4_13,209-B,25
GCH844_1,Horario_4_14,209-B,25
GCH844_1,Horario_4_15,209-B,25
GCH844_1,Horario_4_16,209-B,25
GCH845_1,Horario_5_11,201-B,25
GCH845_1,Horario_5_12,201-B,25
GCH845_1,Horario_5_13,201-B,25
GCH845_1,Horario_5_14,201-B,25
GCH845_1,Horario_5_15,201-B,25
GCH845_1,Horario_5_16,201-B,25
GCH847_1,Horario_2_13,407-A,1
GCH847_1,Horario_2_14,407-A,1
GCH847_1,Horario_2_15,407-A,1
GCH847_1,Horario_2_16,407-A,1
GCH848_1,Horario_2_13,LAB-EST-C,5
GCH848_1,Horario_2_14,LAB-EST-C,5
GCH848_1,Horario_2_15,LAB-EST-C,5
GCH848_1,Horario_2_16,LAB-EST-C,5
GCH850_1,Horario_6_13,407-A,1
GCH850_1,Horario_6_14,407-A,1
GCH850_1,Horario_6_15,407-A,1
GCH850_1,Horario_6_16,407-A,1
GCH852_1,Horario_2_13,304-B,25
GCH852_1,Horario_2_14,304-B,25
GCH852_1,Horario_2_15,304-B,25
GCH852_1,Horario_2_16,304-B,25
GCH853_1,Horario_6_13,309-A,25
GCH853_1,Horario_6_14,309-A,25
GCH853_1,Horario_6_15,309-A,25
GCH853_1,Horario_6_16,309-A,25
GCH854_1,Horario_7_1,207-A,25
GCH854_1,Horario_5_13,207-A,25
GCH854_1,Horario_5_14,207-A,25
GCH854_1,Horario_5_15,207-A,25
GCH854_1,Horario_5_16,207-A,25
GCH856_1,Horario_6_13,308-B,25
GCH856_1,Horario_6_14,308-B,25
GCH856_1,Horario_6_15,308-B,25
GCH856_1,Horario_6_16,308-B,25
GCH857_1,Horario_4_13,407-A,1
GCH857_1,Horario_4_14,407-A,1
GCH857_1,Horario_4_15,407-A,1
GCH857_1,Horario_4_16,407-A,1
GCH859_1,Horario_2_1,209-A,25
GCH859_1,Horario_2_2,209-A,25
GCH859_1,Horario_2_3,209-A,25
GCH859_1,Horario_2_4,209-A,25
GCH860_1,Horario_2_7,310-B,25
GCH860_1,Horario_2_8,310-B,25
GCH860_1,Horario_2_9,310-B,25
GCH860_1,Horario_2_10,310-B,25
GEX211_2,Horario_4_13,207-B,25
GEX211_2,Horario_4_14,207-B,25
GEX211_2,Horario_4_15,207-B,25
GEX211_2,Horario_4_16,207-B,25
GLA103_3,Horario_3_13,206-A,25
GLA103_3,Horario_3_14,206-A,25
GLA103_3,Horario_3_15,206-A,25
GLA103_3,Horario_3_16,206-A,25
GCB295_1,Horario_2_7,302-A,25
GCB295_1,Horario_2_8,302-A,25
GCB295_1,Horario_2_9,302-A,25
GCB295_1,Horario_2_10,302-A,25
GCB295_1,Horario_2_11,302-A,25
GCB295_1,Horario_2_12,302-A,25
GCB295_1,Horario_2_13,302-A,25
GCB295_1,Horario_2_14,302-A,25
GCB295_1,Horario_2_15,302-A,25
GCB295_1,Horario_2_16,302-A,25
GCH290_8,Horario_4_13,202-A,25
GCH290_8,Horario_4_14,202-A,25
GCH290_8,Horario_4_15,202-A,25
GCH290_8,Horario_4_16,202-A,25
GCH292_10,Horario_5_13,202-B,25
GCH292_10,Horario_5_14,202-B,25
GCH292_10,Horario_5_15,202-B,25
GCH292_10,Horario_5_16,202-B,25
GCH293_6,Horario_6_13,408-A,1
GCH293_6,Horario_6_14,408-A,1
GCH293_6,Horario_6_15,408-A,1
GCH293_6,Horario_6_16,408-A,1
GCH620_1,Horario_7_1,309-A,25
GCH620_1,Horario_7_2,309-A,25
GCH620_1,Horario_7_3,309-A,25
GCH620_1,Horario_7_4,309-A,25
GCH620_1,Horario_7_5,309-A,25
GCH620_1,Horario_7_6,309-A,25
GCH620_1,Horario_2_13,309-A,25
GCH620_1,Horario_2_14,309-A,25
GCH620_1,Horario_2_15,309-A,25
GCH620_1,Horario_2_16,309-A,25
GCH622_1,Horario_5_13,209-B,25
GCH622_1,Horario_5_14,209-B,25
GCH622_1,Horario_5_15,209-B,25
GCH622_1,Horario_5_16,209-B,25
GCH623_1,Horario_5_13,207-B,25
GCH623_1,Horario_5_14,207-B,25
GCH623_1,Horario_5_15,207-B,25
GCH623_1,Horario_5_16,207-B,25
GCH626_1,Horario_3_13,105-C,80
GCH626_1,Horario_3_14,105-C,80
GCH626_1,Horario_3_15,105-C,80
GCH626_1,Horario_3_16,105-C,80
GCH627_1,Horario_4_13,306-A,75
GCH627_1,Horario_4_14,306-A,75
GCH627_1,Horario_4_15,306-A,75
GCH627_1,Horario_4_16,306-A,75
GCH628_1,Horario_3_7,204-B,25
GCH628_1,Horario_3_8,204-B,25
GCH628_1,Horario_3_9,204-B,25
GCH628_1,Horario_3_10,204-B,25
GCH628_1,Horario_3_11,204-B,25
GCH628_1,Horario_3_13,204-B,25
GCH628_1,Horario_3_14,204-B,25
GCH628_1,Horario_3_15,204-B,25
GCH628_1,Horario_3_16,204-B,25
GCH632_1,Horario_2_13,310-B,25
GCH632_1,Horario_2_14,310-B,25
GCH632_1,Horario_2_15,310-B,25
GCH632_1,Horario_2_16,310-B,25
GCH633_1,Horario_4_13,301-C,25
GCH633_1,Horario_4_14,301-C,25
GCH633_1,Horario_4_15,301-C,25
GCH633_1,Horario_4_16,301-C,25
GCH634_1,Horario_6_13,202-B,25
GCH634_1,Horario_6_14,202-B,25
GCH634_1,Horario_6_15,202-B,25
GCH634_1,Horario_6_16,202-B,25
GCH637_1,Horario_7_7,308-B,25
GCH637_1,Horario_7_8,308-B,25
GCH637_1,Horario_7_9,308-B,25
GCH637_1,Horario_7_10,308-B,25
GEX210_8,Horario_5_13,303-A,25
GEX210_8,Horario_5_14,303-A,25
GEX210_8,Horario_5_15,303-A,25
GEX210_8,Horario_5_16,303-A,25
GEX556_1,Horario_6_13,305-B,25
GEX556_1,Horario_6_14,305-B,25
GEX556_1,Horario_6_15,305-B,25
GEX556_1,Horario_6_16,305-B,25
GEX557_1,Horario_3_13,307-A,25
GEX557_1,Horario_3_14,307-A,25
GEX557_1,Horario_3_15,307-A,25
GEX557_1,Horario_3_16,307-A,25
GEX559_1,Horario_7_1,306-A,75
GEX559_1,Horario_7_2,306-A,75
GEX559_1,Horario_7_3,306-A,75
GEX559_1,Horario_7_4,306-A,75
GEX559_1,Horario_7_5,306-A,75
GEX559_1,Horario_7_6,306-A,75
GEX559_1,Horario_3_13,306-A,75
GEX559_1,Horario_3_14,306-A,75
GEX559_1,Horario_3_15,306-A,75
GEX559_1,Horario_3_16,306-A,75
GCH290_15,Horario_2_13,105-C,80
GCH290_15,Horario_2_14,105-C,80
GCH290_15,Horario_2_15,105-C,80
GCH290_15,Horario_2_16,105-C,80
GCH291_3,Horario_3_13,210-A,25
GCH291_3,Horario_3_14,210-A,25
GCH291_3,Horario_3_15,210-A,25
GCH291_3,Horario_3_16,210-A,25
GCH365_1,Horario_5_13,MINIAUDITÓRIO-C,5
GCH365_1,Horario_5_14,MINIAUDITÓRIO-C,5
